file_name,path,well_plate,well,plate,date_time,absorbance,platekey,population,treatment,replicate,start_time,days,acclimation_conditions,experiment_conditions
data-raw/absorbance/aquatic-ecology-plate1-2019-10-10_1718pm_abs_191010_171904_0001_,data-raw/absorbance/aquatic-ecology-,B02_1,B02,1,2019-10-10T17:19:32Z,0.1629,1,1.8,1,8,2019-10-10T17:19:32Z,0,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-10_1718pm_abs_191010_171904_0001_,data-raw/absorbance/aquatic-ecology-,C02_1,C02,1,2019-10-10T17:19:32Z,0.1654,1,2.3,2,3,2019-10-10T17:19:32Z,0,dark_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-10_1718pm_abs_191010_171904_0001_,data-raw/absorbance/aquatic-ecology-,D02_1,D02,1,2019-10-10T17:19:32Z,0.1664,1,1.6,1,6,2019-10-10T17:19:32Z,0,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-10_1718pm_abs_191010_171904_0001_,data-raw/absorbance/aquatic-ecology-,E02_1,E02,1,2019-10-10T17:19:32Z,0.1866,1,2.5,2,5,2019-10-10T17:19:32Z,0,dark_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-10_1718pm_abs_191010_171904_0001_,data-raw/absorbance/aquatic-ecology-,F02_1,F02,1,2019-10-10T17:19:32Z,0.1682,1,1.8,1,8,2019-10-10T17:19:32Z,0,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-10_1718pm_abs_191010_171904_0001_,data-raw/absorbance/aquatic-ecology-,G02_1,G02,1,2019-10-10T17:19:32Z,0.173,1,1.2,1,2,2019-10-10T17:19:32Z,0,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_0758am_abs_191011_075851_0001_,data-raw/absorbance/aquatic-ecology-,B02_1,B02,1,2019-10-11T07:59:34Z,0.1788,1,1.8,1,8,2019-10-10T17:19:32Z,0.6111342592592592,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_0758am_abs_191011_075851_0001_,data-raw/absorbance/aquatic-ecology-,C02_1,C02,1,2019-10-11T07:59:34Z,0.18,1,2.3,2,3,2019-10-10T17:19:32Z,0.6111342592592592,dark_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_0758am_abs_191011_075851_0001_,data-raw/absorbance/aquatic-ecology-,D02_1,D02,1,2019-10-11T07:59:34Z,0.2081,1,1.6,1,6,2019-10-10T17:19:32Z,0.6111342592592592,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_0758am_abs_191011_075851_0001_,data-raw/absorbance/aquatic-ecology-,E02_1,E02,1,2019-10-11T07:59:34Z,0.2931,1,2.5,2,5,2019-10-10T17:19:32Z,0.6111342592592592,dark_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_0758am_abs_191011_075851_0001_,data-raw/absorbance/aquatic-ecology-,F02_1,F02,1,2019-10-11T07:59:34Z,0.266,1,1.8,1,8,2019-10-10T17:19:32Z,0.6111342592592592,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_0758am_abs_191011_075851_0001_,data-raw/absorbance/aquatic-ecology-,G02_1,G02,1,2019-10-11T07:59:34Z,0.1919,1,1.2,1,2,2019-10-10T17:19:32Z,0.6111342592592592,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_1644pm_abs_191011_164443_0001_,data-raw/absorbance/aquatic-ecology-,B02_1,B02,1,2019-10-11T16:45:00Z,0.1947,1,1.8,1,8,2019-10-10T17:19:32Z,0.9760185185185185,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_1644pm_abs_191011_164443_0001_,data-raw/absorbance/aquatic-ecology-,C02_1,C02,1,2019-10-11T16:45:00Z,0.1936,1,2.3,2,3,2019-10-10T17:19:32Z,0.9760185185185185,dark_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_1644pm_abs_191011_164443_0001_,data-raw/absorbance/aquatic-ecology-,D02_1,D02,1,2019-10-11T16:45:00Z,0.1803,1,1.6,1,6,2019-10-10T17:19:32Z,0.9760185185185185,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_1644pm_abs_191011_164443_0001_,data-raw/absorbance/aquatic-ecology-,E02_1,E02,1,2019-10-11T16:45:00Z,0.3023,1,2.5,2,5,2019-10-10T17:19:32Z,0.9760185185185185,dark_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_1644pm_abs_191011_164443_0001_,data-raw/absorbance/aquatic-ecology-,F02_1,F02,1,2019-10-11T16:45:00Z,0.2683,1,1.8,1,8,2019-10-10T17:19:32Z,0.9760185185185185,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate1-2019-10-11_1644pm_abs_191011_164443_0001_,data-raw/absorbance/aquatic-ecology-,G02_1,G02,1,2019-10-11T16:45:00Z,0.1998,1,1.2,1,2,2019-10-10T17:19:32Z,0.9760185185185185,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate2-2019-10-10_1729pm_abs_191010_172916_0001_,data-raw/absorbance/aquatic-ecology-,B02_2,B02,2,2019-10-10T17:29:24Z,0.1812,2,1.2,1,2,2019-10-10T17:19:32Z,0.006851851851851852,light_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate2-2019-10-10_1729pm_abs_191010_172916_0001_,data-raw/absorbance/aquatic-ecology-,C02_2,C02,2,2019-10-10T17:29:24Z,0.2508,2,3.7,3,7,2019-10-10T17:19:32Z,0.006851851851851852,cycle_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate2-2019-10-10_1729pm_abs_191010_172916_0001_,data-raw/absorbance/aquatic-ecology-,D02_2,D02,2,2019-10-10T17:29:24Z,0.2592,2,3.1,3,1,2019-10-10T17:19:32Z,0.006851851851851852,cycle_acclimated,grown_in_light
data-raw/absorbance/aquatic-ecology-plate2-2019-10-10_1729pm_abs_191010_172916_0001_,data-raw/absorbance/aquatic-ecology-,E02_2,E02,2,2019-10-10T17:29:24Z,0.2737,2,3.8,3,8,2019-10-10T17:19:32Z,0.006851851851851852,cycle_acclimated,grown_in_light
