file_name,path,well_plate,well,plate,date_time,RFU,platekey,population,treatment,replicate,start_time,days,acclimation_conditions,experiment_conditions
data-raw/chlorophyll/aquatic-ecology-plate3-2019-10-11_1701pm_191011_170137_0001_,data-raw/chlorophyll/aquatic-ecology-,C02_3,C02,3,2019-10-11T16:54:34Z,10,1,2.3,2,3,2019-10-09T16:00:09Z,2.0377893518518517,dark_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate3-2019-10-11_1701pm_191011_170137_0001_,data-raw/chlorophyll/aquatic-ecology-,D02_3,D02,3,2019-10-11T16:54:34Z,33,1,1.6,1,6,2019-10-09T16:00:09Z,2.0377893518518517,light_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate3-2019-10-11_1701pm_191011_170137_0001_,data-raw/chlorophyll/aquatic-ecology-,E02_3,E02,3,2019-10-11T16:54:34Z,14,1,2.5,2,5,2019-10-09T16:00:09Z,2.0377893518518517,dark_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate3-2019-10-11_1701pm_191011_170137_0001_,data-raw/chlorophyll/aquatic-ecology-,F02_3,F02,3,2019-10-11T16:54:34Z,19,1,1.8,1,8,2019-10-09T16:00:09Z,2.0377893518518517,light_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate3-2019-10-11_1701pm_191011_170137_0001_,data-raw/chlorophyll/aquatic-ecology-,G02_3,G02,3,2019-10-11T16:54:34Z,13,1,1.2,1,2,2019-10-09T16:00:09Z,2.0377893518518517,light_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-09_191009_163238_0001_,data-raw/chlorophyll/aquatic-ecology-,B02_4,B02,4,2019-10-09T16:24:57Z,8,2,1.2,1,2,2019-10-09T16:00:09Z,0.017222222222222222,light_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-09_191009_163238_0001_,data-raw/chlorophyll/aquatic-ecology-,C02_4,C02,4,2019-10-09T16:24:57Z,11,2,3.7,3,7,2019-10-09T16:00:09Z,0.017222222222222222,cycle_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-09_191009_163238_0001_,data-raw/chlorophyll/aquatic-ecology-,D02_4,D02,4,2019-10-09T16:24:57Z,3,2,3.1,3,1,2019-10-09T16:00:09Z,0.017222222222222222,cycle_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-09_191009_163238_0001_,data-raw/chlorophyll/aquatic-ecology-,E02_4,E02,4,2019-10-09T16:24:57Z,10,2,3.8,3,8,2019-10-09T16:00:09Z,0.017222222222222222,cycle_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-09_191009_163238_0001_,data-raw/chlorophyll/aquatic-ecology-,F02_4,F02,4,2019-10-09T16:24:57Z,6,2,2.1,2,1,2019-10-09T16:00:09Z,0.017222222222222222,dark_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-09_191009_163238_0001_,data-raw/chlorophyll/aquatic-ecology-,G02_4,G02,4,2019-10-09T16:24:57Z,24,2,3.4,3,4,2019-10-09T16:00:09Z,0.017222222222222222,cycle_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-10_0809am_191010_080915_0001_,data-raw/chlorophyll/aquatic-ecology-,B02_4,B02,4,2019-10-10T08:02:16Z,10,2,1.2,1,2,2019-10-09T16:00:09Z,0.6681365740740741,light_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-10_0809am_191010_080915_0001_,data-raw/chlorophyll/aquatic-ecology-,C02_4,C02,4,2019-10-10T08:02:16Z,18,2,3.7,3,7,2019-10-09T16:00:09Z,0.6681365740740741,cycle_acclimated,grown_in_dark
data-raw/chlorophyll/aquatic-ecology-plate4-2019-10-10_0809am_191010_080915_0001_,data-raw/chlorophyll/aquatic-ecology-,D02_4,D02,4,2019-10-10T08:02:16Z,10,2,3.1,3,1,2019-10-09T16:00:09Z,0.6681365740740741,cycle_acclimated,grown_in_dark
