file_name,path,well_plate,well,plate,date_time,RFU,platekey,population,treatment,replicate,start_time,days,acclimation_conditions,experiment_conditions
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_0817am_191010_081749_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_5,F03,5,2019-10-10T08:10:56Z,18,1,3.2,3,2,2019-10-09T16:00:09Z,0.6741550925925925,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_0817am_191010_081749_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_5,G03,5,2019-10-10T08:10:56Z,29,1,1.7,1,7,2019-10-09T16:00:09Z,0.6741550925925925,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_1759pm_191010_175939_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_5,B03,5,2019-10-10T17:52:37Z,9,1,3.6,3,6,2019-10-09T16:00:09Z,1.078101851851852,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_1759pm_191010_175939_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_5,C03,5,2019-10-10T17:52:37Z,31,1,3.1,3,1,2019-10-09T16:00:09Z,1.078101851851852,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_1759pm_191010_175939_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_5,D03,5,2019-10-10T17:52:37Z,28,1,1.4,1,4,2019-10-09T16:00:09Z,1.078101851851852,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_1759pm_191010_175939_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_5,E03,5,2019-10-10T17:52:37Z,16,1,3.7,3,7,2019-10-09T16:00:09Z,1.078101851851852,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_1759pm_191010_175939_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_5,F03,5,2019-10-10T17:52:37Z,18,1,3.2,3,2,2019-10-09T16:00:09Z,1.078101851851852,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-10_1759pm_191010_175939_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_5,G03,5,2019-10-10T17:52:37Z,29,1,1.7,1,7,2019-10-09T16:00:09Z,1.078101851851852,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_0836am_191011_083616_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_5,B03,5,2019-10-11T08:29:09Z,15,1,3.6,3,6,2019-10-09T16:00:09Z,1.6868055555555554,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_0836am_191011_083616_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_5,C03,5,2019-10-11T08:29:09Z,57,1,3.1,3,1,2019-10-09T16:00:09Z,1.6868055555555554,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_0836am_191011_083616_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_5,D03,5,2019-10-11T08:29:09Z,45,1,1.4,1,4,2019-10-09T16:00:09Z,1.6868055555555554,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_0836am_191011_083616_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_5,E03,5,2019-10-11T08:29:09Z,29,1,3.7,3,7,2019-10-09T16:00:09Z,1.6868055555555554,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_0836am_191011_083616_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_5,F03,5,2019-10-11T08:29:09Z,32,1,3.2,3,2,2019-10-09T16:00:09Z,1.6868055555555554,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_0836am_191011_083616_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_5,G03,5,2019-10-11T08:29:09Z,45,1,1.7,1,7,2019-10-09T16:00:09Z,1.6868055555555554,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_1717pm_191011_171802_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_5,B03,5,2019-10-11T17:11:05Z,13,1,3.6,3,6,2019-10-09T16:00:09Z,2.049259259259259,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_1717pm_191011_171802_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_5,C03,5,2019-10-11T17:11:05Z,45,1,3.1,3,1,2019-10-09T16:00:09Z,2.049259259259259,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_1717pm_191011_171802_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_5,D03,5,2019-10-11T17:11:05Z,37,1,1.4,1,4,2019-10-09T16:00:09Z,2.049259259259259,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_1717pm_191011_171802_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_5,E03,5,2019-10-11T17:11:05Z,30,1,3.7,3,7,2019-10-09T16:00:09Z,2.049259259259259,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_1717pm_191011_171802_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_5,F03,5,2019-10-11T17:11:05Z,29,1,3.2,3,2,2019-10-09T16:00:09Z,2.049259259259259,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate5-2019-10-11_1717pm_191011_171802_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_5,G03,5,2019-10-11T17:11:05Z,50,1,1.7,1,7,2019-10-09T16:00:09Z,2.049259259259259,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-09_191009_170049_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_6,B03,6,2019-10-09T16:53:51Z,11,2,1.5,1,5,2019-10-09T16:00:09Z,0.03729166666666667,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-09_191009_170049_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_6,C03,6,2019-10-09T16:53:51Z,8,2,2.5,2,5,2019-10-09T16:00:09Z,0.03729166666666667,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-09_191009_170049_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_6,D03,6,2019-10-09T16:53:51Z,11,2,3.6,3,6,2019-10-09T16:00:09Z,0.03729166666666667,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-09_191009_170049_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_6,E03,6,2019-10-09T16:53:51Z,17,2,2.7,2,7,2019-10-09T16:00:09Z,0.03729166666666667,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-09_191009_170049_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_6,F03,6,2019-10-09T16:53:51Z,11,2,3.2,3,2,2019-10-09T16:00:09Z,0.03729166666666667,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-09_191009_170049_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_6,G03,6,2019-10-09T16:53:51Z,11,2,2.3,2,3,2019-10-09T16:00:09Z,0.03729166666666667,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_0824am_191010_082453_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_6,B03,6,2019-10-10T08:18:01Z,12,2,1.5,1,5,2019-10-09T16:00:09Z,0.679074074074074,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_0824am_191010_082453_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_6,C03,6,2019-10-10T08:18:01Z,18,2,2.5,2,5,2019-10-09T16:00:09Z,0.679074074074074,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_0824am_191010_082453_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_6,D03,6,2019-10-10T08:18:01Z,7,2,3.6,3,6,2019-10-09T16:00:09Z,0.679074074074074,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_0824am_191010_082453_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_6,E03,6,2019-10-10T08:18:01Z,21,2,2.7,2,7,2019-10-09T16:00:09Z,0.679074074074074,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_0824am_191010_082453_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_6,F03,6,2019-10-10T08:18:01Z,18,2,3.2,3,2,2019-10-09T16:00:09Z,0.679074074074074,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_0824am_191010_082453_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_6,G03,6,2019-10-10T08:18:01Z,10,2,2.3,2,3,2019-10-09T16:00:09Z,0.679074074074074,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_1808pm_191010_180851_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_6,B03,6,2019-10-10T18:01:41Z,30,2,1.5,1,5,2019-10-09T16:00:09Z,1.0843981481481482,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_1808pm_191010_180851_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_6,C03,6,2019-10-10T18:01:41Z,12,2,2.5,2,5,2019-10-09T16:00:09Z,1.0843981481481482,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_1808pm_191010_180851_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_6,D03,6,2019-10-10T18:01:41Z,11,2,3.6,3,6,2019-10-09T16:00:09Z,1.0843981481481482,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_1808pm_191010_180851_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_6,E03,6,2019-10-10T18:01:41Z,22,2,2.7,2,7,2019-10-09T16:00:09Z,1.0843981481481482,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_1808pm_191010_180851_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_6,F03,6,2019-10-10T18:01:41Z,17,2,3.2,3,2,2019-10-09T16:00:09Z,1.0843981481481482,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-10_1808pm_191010_180851_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_6,G03,6,2019-10-10T18:01:41Z,10,2,2.3,2,3,2019-10-09T16:00:09Z,1.0843981481481482,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_0844am_191011_084450_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_6,B03,6,2019-10-11T08:37:50Z,50,2,1.5,1,5,2019-10-09T16:00:09Z,1.6928356481481481,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_0844am_191011_084450_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_6,C03,6,2019-10-11T08:37:50Z,17,2,2.5,2,5,2019-10-09T16:00:09Z,1.6928356481481481,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_0844am_191011_084450_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_6,D03,6,2019-10-11T08:37:50Z,13,2,3.6,3,6,2019-10-09T16:00:09Z,1.6928356481481481,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_0844am_191011_084450_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_6,E03,6,2019-10-11T08:37:50Z,30,2,2.7,2,7,2019-10-09T16:00:09Z,1.6928356481481481,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_0844am_191011_084450_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_6,F03,6,2019-10-11T08:37:50Z,30,2,3.2,3,2,2019-10-09T16:00:09Z,1.6928356481481481,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_0844am_191011_084450_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_6,G03,6,2019-10-11T08:37:50Z,18,2,2.3,2,3,2019-10-09T16:00:09Z,1.6928356481481481,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_1726pm_191011_172619_0001_,data-raw/chlorophyll/aquatic-ecology-,B03_6,B03,6,2019-10-11T17:19:19Z,57,2,1.5,1,5,2019-10-09T16:00:09Z,2.0549768518518516,light_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_1726pm_191011_172619_0001_,data-raw/chlorophyll/aquatic-ecology-,C03_6,C03,6,2019-10-11T17:19:19Z,22,2,2.5,2,5,2019-10-09T16:00:09Z,2.0549768518518516,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_1726pm_191011_172619_0001_,data-raw/chlorophyll/aquatic-ecology-,D03_6,D03,6,2019-10-11T17:19:19Z,15,2,3.6,3,6,2019-10-09T16:00:09Z,2.0549768518518516,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_1726pm_191011_172619_0001_,data-raw/chlorophyll/aquatic-ecology-,E03_6,E03,6,2019-10-11T17:19:19Z,26,2,2.7,2,7,2019-10-09T16:00:09Z,2.0549768518518516,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_1726pm_191011_172619_0001_,data-raw/chlorophyll/aquatic-ecology-,F03_6,F03,6,2019-10-11T17:19:19Z,24,2,3.2,3,2,2019-10-09T16:00:09Z,2.0549768518518516,cycle_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate6-2019-10-11_1726pm_191011_172619_0001_,data-raw/chlorophyll/aquatic-ecology-,G03_6,G03,6,2019-10-11T17:19:19Z,14,2,2.3,2,3,2019-10-09T16:00:09Z,2.0549768518518516,dark_acclimated,grown_in_cycle
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-09_191009_160756_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_1,B04,1,2019-10-09T16:00:09Z,4,1,2.6,2,6,2019-10-09T16:00:09Z,0,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-09_191009_160756_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_1,C04,1,2019-10-09T16:00:09Z,16,1,3.8,3,8,2019-10-09T16:00:09Z,0,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-09_191009_160756_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_1,D04,1,2019-10-09T16:00:09Z,38,1,1.1,1,1,2019-10-09T16:00:09Z,0,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-09_191009_160756_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_1,E04,1,2019-10-09T16:00:09Z,30,1,3.4,3,4,2019-10-09T16:00:09Z,0,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-09_191009_160756_0001_,data-raw/chlorophyll/aquatic-ecology-,F04_1,F04,1,2019-10-09T16:00:09Z,14,1,2.4,2,4,2019-10-09T16:00:09Z,0,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-09_191009_160756_0001_,data-raw/chlorophyll/aquatic-ecology-,G04_1,G04,1,2019-10-09T16:00:09Z,3,1,1.5,1,5,2019-10-09T16:00:09Z,0,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_0741am_191010_074530_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_1,B04,1,2019-10-10T07:34:45Z,9,1,2.6,2,6,2019-10-09T16:00:09Z,0.6490277777777778,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_0741am_191010_074530_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_1,C04,1,2019-10-10T07:34:45Z,20,1,3.8,3,8,2019-10-09T16:00:09Z,0.6490277777777778,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_0741am_191010_074530_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_1,D04,1,2019-10-10T07:34:45Z,36,1,1.1,1,1,2019-10-09T16:00:09Z,0.6490277777777778,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_0741am_191010_074530_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_1,E04,1,2019-10-10T07:34:45Z,51,1,3.4,3,4,2019-10-09T16:00:09Z,0.6490277777777778,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_0741am_191010_074530_0001_,data-raw/chlorophyll/aquatic-ecology-,F04_1,F04,1,2019-10-10T07:34:45Z,19,1,2.4,2,4,2019-10-09T16:00:09Z,0.6490277777777778,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_0741am_191010_074530_0001_,data-raw/chlorophyll/aquatic-ecology-,G04_1,G04,1,2019-10-10T07:34:45Z,3,1,1.5,1,5,2019-10-09T16:00:09Z,0.6490277777777778,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_1718pm_191010_171904_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_1,B04,1,2019-10-10T17:11:56Z,7,1,2.6,2,6,2019-10-09T16:00:09Z,1.049849537037037,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_1718pm_191010_171904_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_1,C04,1,2019-10-10T17:11:56Z,28,1,3.8,3,8,2019-10-09T16:00:09Z,1.049849537037037,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_1718pm_191010_171904_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_1,D04,1,2019-10-10T17:11:56Z,43,1,1.1,1,1,2019-10-09T16:00:09Z,1.049849537037037,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_1718pm_191010_171904_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_1,E04,1,2019-10-10T17:11:56Z,56,1,3.4,3,4,2019-10-09T16:00:09Z,1.049849537037037,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_1718pm_191010_171904_0001_,data-raw/chlorophyll/aquatic-ecology-,F04_1,F04,1,2019-10-10T17:11:56Z,22,1,2.4,2,4,2019-10-09T16:00:09Z,1.049849537037037,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-10_1718pm_191010_171904_0001_,data-raw/chlorophyll/aquatic-ecology-,G04_1,G04,1,2019-10-10T17:11:56Z,6,1,1.5,1,5,2019-10-09T16:00:09Z,1.049849537037037,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_0758am_191011_075851_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_1,B04,1,2019-10-11T07:51:32Z,14,1,2.6,2,6,2019-10-09T16:00:09Z,1.6606828703703704,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_0758am_191011_075851_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_1,C04,1,2019-10-11T07:51:32Z,60,1,3.8,3,8,2019-10-09T16:00:09Z,1.6606828703703704,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_0758am_191011_075851_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_1,D04,1,2019-10-11T07:51:32Z,51,1,1.1,1,1,2019-10-09T16:00:09Z,1.6606828703703704,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_0758am_191011_075851_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_1,E04,1,2019-10-11T07:51:32Z,54,1,3.4,3,4,2019-10-09T16:00:09Z,1.6606828703703704,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_0758am_191011_075851_0001_,data-raw/chlorophyll/aquatic-ecology-,F04_1,F04,1,2019-10-11T07:51:32Z,37,1,2.4,2,4,2019-10-09T16:00:09Z,1.6606828703703704,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_0758am_191011_075851_0001_,data-raw/chlorophyll/aquatic-ecology-,G04_1,G04,1,2019-10-11T07:51:32Z,8,1,1.5,1,5,2019-10-09T16:00:09Z,1.6606828703703704,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_1644pm_191011_164443_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_1,B04,1,2019-10-11T16:37:38Z,24,1,2.6,2,6,2019-10-09T16:00:09Z,2.0260300925925927,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_1644pm_191011_164443_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_1,C04,1,2019-10-11T16:37:38Z,74,1,3.8,3,8,2019-10-09T16:00:09Z,2.0260300925925927,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_1644pm_191011_164443_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_1,D04,1,2019-10-11T16:37:38Z,60,1,1.1,1,1,2019-10-09T16:00:09Z,2.0260300925925927,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_1644pm_191011_164443_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_1,E04,1,2019-10-11T16:37:38Z,69,1,3.4,3,4,2019-10-09T16:00:09Z,2.0260300925925927,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_1644pm_191011_164443_0001_,data-raw/chlorophyll/aquatic-ecology-,F04_1,F04,1,2019-10-11T16:37:38Z,46,1,2.4,2,4,2019-10-09T16:00:09Z,2.0260300925925927,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate1-2019-10-11_1644pm_191011_164443_0001_,data-raw/chlorophyll/aquatic-ecology-,G04_1,G04,1,2019-10-11T16:37:38Z,5,1,1.5,1,5,2019-10-09T16:00:09Z,2.0260300925925927,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-09_191009_161542_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_2,B04,2,2019-10-09T16:08:44Z,8,2,2.8,2,8,2019-10-09T16:00:09Z,0.005960648148148148,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-09_191009_161542_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_2,C04,2,2019-10-09T16:08:44Z,26,2,1.1,1,1,2019-10-09T16:00:09Z,0.005960648148148148,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-09_191009_161542_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_2,D04,2,2019-10-09T16:08:44Z,12,2,2.2,2,2,2019-10-09T16:00:09Z,0.005960648148148148,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-09_191009_161542_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_2,E04,2,2019-10-09T16:08:44Z,2,2,1.7,1,7,2019-10-09T16:00:09Z,0.005960648148148148,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-09_191009_161542_0001_,data-raw/chlorophyll/aquatic-ecology-,F04_2,F04,2,2019-10-09T16:08:44Z,16,2,2.4,2,4,2019-10-09T16:00:09Z,0.005960648148148148,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-09_191009_161542_0001_,data-raw/chlorophyll/aquatic-ecology-,G04_2,G04,2,2019-10-09T16:08:44Z,23,2,3.8,3,8,2019-10-09T16:00:09Z,0.005960648148148148,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_0753am_191010_075331_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_2,B04,2,2019-10-10T07:46:19Z,27,2,2.8,2,8,2019-10-09T16:00:09Z,0.6570601851851852,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_0753am_191010_075331_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_2,C04,2,2019-10-10T07:46:19Z,28,2,1.1,1,1,2019-10-09T16:00:09Z,0.6570601851851852,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_0753am_191010_075331_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_2,D04,2,2019-10-10T07:46:19Z,19,2,2.2,2,2,2019-10-09T16:00:09Z,0.6570601851851852,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_0753am_191010_075331_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_2,E04,2,2019-10-10T07:46:19Z,6,2,1.7,1,7,2019-10-09T16:00:09Z,0.6570601851851852,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_0753am_191010_075331_0001_,data-raw/chlorophyll/aquatic-ecology-,F04_2,F04,2,2019-10-10T07:46:19Z,23,2,2.4,2,4,2019-10-09T16:00:09Z,0.6570601851851852,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_0753am_191010_075331_0001_,data-raw/chlorophyll/aquatic-ecology-,G04_2,G04,2,2019-10-10T07:46:19Z,42,2,3.8,3,8,2019-10-09T16:00:09Z,0.6570601851851852,cycle_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_1729pm_191010_172916_0001_,data-raw/chlorophyll/aquatic-ecology-,B04_2,B04,2,2019-10-10T17:22:16Z,32,2,2.8,2,8,2019-10-09T16:00:09Z,1.057025462962963,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_1729pm_191010_172916_0001_,data-raw/chlorophyll/aquatic-ecology-,C04_2,C04,2,2019-10-10T17:22:16Z,29,2,1.1,1,1,2019-10-09T16:00:09Z,1.057025462962963,light_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_1729pm_191010_172916_0001_,data-raw/chlorophyll/aquatic-ecology-,D04_2,D04,2,2019-10-10T17:22:16Z,19,2,2.2,2,2,2019-10-09T16:00:09Z,1.057025462962963,dark_acclimated,grown_in_light
data-raw/chlorophyll/aquatic-ecology-plate2-2019-10-10_1729pm_191010_172916_0001_,data-raw/chlorophyll/aquatic-ecology-,E04_2,E04,2,2019-10-10T17:22:16Z,5,2,1.7,1,7,2019-10-09T16:00:09Z,1.057025462962963,light_acclimated,grown_in_light
